ASV_ID,domain,phylum,class,order,family,genus,species
c7f9af0535ee24bf80cd7b0883a0a391,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Rubripirellula,
466b643adad2e5d386a1f3851acdfe46,Unassigned,,,,,,
4cbc3603d75d0f72a293132a7042cfce,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Roseibacillus,s__uncultured_Verrucomicrobiaceae
a0064723acbdb736aa7f8b6d76f2a9dc,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,,
9839f5da663842b477f49b72f0f2197f,d__Bacteria,p__Desulfobacterota,c__Desulfobulbia,o__Desulfobulbales,f__Desulfocapsaceae,g__uncultured,
0b747642574ff1f77c1ffcee9b535038,d__Archaea,p__Aenigmarchaeota,,,,,
4f2c131843b15c286ff667e398a4552b,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Endozoicomonadaceae,g__Endozoicomonas,s__Endozoicomonas_acroporae
da56b01367bf14868e9493847451c5bd,Unassigned,,,,,,
c829c93d43d7fd73ed8c0c9decdde333,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Paucibacter,
7ea7a4d2e1618c0c0c612793e4c818fe,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Blastopirellula,
6bf8aee449a70df4af2447e9cd14f4e6,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,,
4798beb2504ff07156bd1c59b382dc9a,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Gammaproteobacteria_Incertae_Sedis,f__Unknown_Family,g__Candidatus_Berkiella,s__endosymbiont_of
2859c08423971c3adf4a7c2469c98a79,Unassigned,,,,,,
e6f6fa1b65167950e56bedd1091374cf,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Magnetospiraceae,g__Magnetovibrio,
e813236a1e3d2ce75cbef32a79c470d7,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,
bcd17132a02ae9db85cac9b2842bd78c,Unassigned,,,,,,
0d0ce618ed1c1e7bb2d6fa61398f1798,d__Eukaryota,,,,,,
432bdd99ceaa97a64ae6a880699d68a4,Unassigned,,,,,,
b4be10ad354ec22be91a80e5df88685e,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,
4a9b8783945ff8718855224d6aaf613b,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Haloferula,
b5ebf8ab6951bb962e71d79b66a52ab7,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,
c8af35dc6cbdedb65275e5240ac8a278,d__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Kocuria,s__Kocuria_marina
30a5bb0b1639be94f7ca65bb9721bf2d,Unassigned,,,,,,
00df3f5fa5cd75bddaad639769b2032b,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,,
e50686ec7d4273e06937e83f2d41453f,d__Eukaryota,,,,,,
787be178c23609d9c9ad2f8a482aa587,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Cetobacterium,
045185fb87bb9ccaa387c4a2c4052481,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Ferrimonas,
a0a1c85fdbeb05e11f4e6fda5269c8b3,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__Chloroplast,g__Chloroplast,s__Dictyopteris_undulata
ceaad4b49367083856aaa398acaf2d08,d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Parachlamydiaceae,g__Neochlamydia,s__metagenome
54a41460637b270a48b43c224738a4c2,d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Simkaniaceae,g__uncultured,s__jellyfish_metagenome
a8472e68afbef8ae92eeddf42a534f09,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,
64cc36e675fbaf89c345c4c0cff7a612,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Devosiaceae,g__Devosia,
9525bfcd8b7bbd6de1b49ce361a3fca3,Unassigned,,,,,,
a8fbc0247b073e4052fd3165d2f3bd32,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__Chloroplast,g__Chloroplast,s__Tetraselmis_sp.
60d256543036dd80b7f8b50f952ddc0a,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,s__Streptococcus_salivarius
17dd3fc5a8e23276acba2d25538c7cb0,d__Eukaryota,,,,,,
e0fdb2c3b05314aef7ab774954abc775,Unassigned,,,,,,
e18be97b4bb3f26aed1584db93c1947f,d__Eukaryota,p__Retaria,c__Foraminifera,o__Rotaliida,,,
b99f334c90a871ba22e44c66c29e141d,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Rubritalea,s__uncultured_bacterium
691219a3b76a3c6159626082afdee025,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Rubritalea,s__Rubritalea_sp.
2e75b8b26ea9a8fc7565502fb64956ef,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Muricauda,
e764c2b90b0c5e2a6b7fd661f1cbe68a,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Cetobacterium,s__uncultured_bacterium
0282e3582e08d5abae66ab03e188c44f,d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Simkaniaceae,g__uncultured,s__jellyfish_metagenome
25c2eb502aecc7011cd0eac5c90fc028,d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Simkaniaceae,g__uncultured,s__jellyfish_metagenome
65c0d54cfe6fe6c508ce5e116e3296f7,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Thalassobaculales,f__uncultured,g__uncultured,s__uncultured_organism
1e8af9927f587bc667d7820d09e8d4ea,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__uncultured,g__uncultured,s__uncultured_Bacteroidetes
4295149817b5d80cb5835b867a9e1ff0,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Rubritalea,s__uncultured_bacterium
ee7f83a6c8b4c52817f51bcead441f57,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Endozoicomonadaceae,g__Endozoicomonas,s__Endozoicomonas_acroporae
9d4cee86ef34c5e68decf15158f50aa5,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,
63e5cae11182dc54f86db80994818763,d__Bacteria,p__Desulfobacterota,c__Desulfobulbia,o__Desulfobulbales,f__Desulfocapsaceae,g__uncultured,
f6c994db9435b03a3f1c4d8baa069493,Unassigned,,,,,,
5bbea0333f1512f2ed9ae95a65dc5438,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__DEV007,g__DEV007,s__uncultured_bacterium
086b658e4797c239135ce8e261fe8f9f,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Stappiaceae,g__Labrenzia,
bddee4d61f4e62dca704086cb55815ea,Unassigned,,,,,,
0231619672cd8b75ee1ea215039361a1,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Rubritalea,s__Rubritalea_sp.
fcf1d39a3855ab06ef82904ddf01eaa2,d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Waddliaceae,g__Waddlia,s__Waddlia_chondrophila
2952a0ccc67f2cf9d30ac6433d3d8c56,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Microtrichaceae,g__Sva0996_marine_group,s__uncultured_marine
112598d3c463f769c9c0415c3a170374,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__Chloroplast,g__Chloroplast,
76f3de5a409ac8366fed2dbcddc6f303,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pir4_lineage,s__uncultured_Planctomycetales
d847b749be75470d9b83c2f59625e78b,Unassigned,,,,,,
60f2c5fdcf261029275fc54ba91bf030,Unassigned,,,,,,
5a6daf09a2fd5126f8222743a7e38345,Unassigned,,,,,,
54318016fcf516c9c3a7699bdd37513b,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,,
7f66eef8fbfb31fa6b7322e7658f14be,d__Eukaryota,p__Retaria,c__Foraminifera,o__Foraminifera,f__Miliolida,,
62f9b78b3b173b633392c5ac4a2bcf6c,Unassigned,,,,,,
6b9e5a4bb430319b6a8b6c5d58fff1cb,d__Bacteria,p__Desulfobacterota,c__Desulfobulbia,o__Desulfobulbales,f__Desulfocapsaceae,,
8c37cfdf29cd9d3134dfdb5767d9de9b,Unassigned,,,,,,
b4e68e08a052970633bbc892b6efd0c0,Unassigned,,,,,,
8d566d33303cedc863c1ed585213b5ce,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Methylacidiphilales,f__Methylacidiphilaceae,g__uncultured,s__uncultured_bacterium
aafdda19870f0ae68a87187f505e8f7e,d__Bacteria,,,,,,
90238d15b00a0dab33256f9c886bfbf6,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pir4_lineage,
e83a47d83126a0d7b6e2b3f1869ba322,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,,
994c6a1aa5fbcc33b852400975da4be8,d__Bacteria,p__Patescibacteria,c__Parcubacteria,o__Candidatus_Nomurabacteria,f__Candidatus_Nomurabacteria,g__Candidatus_Nomurabacteria,
3bf217e7928e52af4adb43b24dfba452,Unassigned,,,,,,
41dcdb64bcceeea08a2dac5df195e868,d__Eukaryota,,,,,,
0319d8a95f079ad94afb06008994a7ca,Unassigned,,,,,,
76864bddece7537b48afeb2ba16f1add,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Arenicellales,f__Arenicellaceae,g__uncultured,
9b97a805e76454eead4508f1217d8c04,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Mitochondria,g__Mitochondria,s__uncultured_bacterium
85f45f55a0280eeb867d068f68f06b67,d__Bacteria,,,,,,
88db8c06ae25b5be35bbab77030557d9,d__Bacteria,,,,,,
8382c141735dcf30740411245fa85ec2,Unassigned,,,,,,
a4b0859260d324b35621b759b64a3806,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Alteromonas,
6ce795c15bd9b82c69305cd404774e7f,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Arenicellales,f__Arenicellaceae,g__uncultured,
40b4062ce8f12ca154a119f344d7e84a,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__DEV007,g__DEV007,s__uncultured_bacterium
5cd105f1fe9d47887f83cd91bbb4c166,Unassigned,,,,,,
c67d6308b50b34f2b49c7fe66a3c5eae,Unassigned,,,,,,
3fdbfc4d0dfb7714c3c105567de1fc9a,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Coleofasciculaceae,g__Moorea,
bf5ed50af7a327976f60be1f25071549,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,
6c7485e3339a40351b3c8e0fa5c8a3b6,Unassigned,,,,,,
8e432f647d9e33cdc19d0eb71e8cd1d3,Unassigned,,,,,,
d5000b09e3e296374aab3211f38a5189,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__NS9_marine_group,g__NS9_marine_group,s__uncultured_marine
e202545425e75b22cae723fa2298c8b7,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Prochlorococcus_MIT9313,
21a116ba11187d6a0f382b402bd3a07e,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__Chloroplast,g__Chloroplast,
0738fadd31dc9fb14eef19cc05998e37,d__Eukaryota,,,,,,
14a85cad6a76eaca06f732ff9660655c,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__pItb-vmat-80,f__pItb-vmat-80,g__pItb-vmat-80,s__uncultured_gamma
993627eceef9d3b1f895f71a815449cb,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Photobacterium,s__Photobacterium_rosenbergii
a8683a7c843f0425fbbdf28f2de1d22a,Unassigned,,,,,,
aac7b2c3bd8f67916b827dbba12c9c6b,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pir4_lineage,
780a64eec00f216b9e66a181cb6ac1b9,d__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__0319-6G20,g__0319-6G20,
f9778a70d2a71309d8c9f0d37850c367,Unassigned,,,,,,
14e2d92521bb286562521e63f6cfdb1f,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Endozoicomonadaceae,g__Endozoicomonas,s__Endozoicomonas_acroporae
8ef1105b12c6ce1bb388b8584ad54991,Unassigned,,,,,,
22bf14cd9be575f3c3983423fb9f17d4,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__uncultured,
8525f7af4fdd9974dd96fda57c44bdea,Unassigned,,,,,,
2d33040daa13b4b190a0c7df6069ae59,Unassigned,,,,,,
9c037d74b99dd0bd7d673ed8ac398abc,Unassigned,,,,,,
bdcdcaa282baf81b1a9cfd6898b2634b,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pir4_lineage,s__uncultured_Planctomycetales
5f913b0ac885f4d0c9604aac65c9eca6,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Blastopirellula,s__uncultured_bacterium
81d1c57535e5d045184b8d10b9eea830,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__uncultured,
f13ed59640a5fcef084d1311ee1f22d6,Unassigned,,,,,,
b585b25769b10ba6321f90a84d2de4db,Unassigned,,,,,,
2940bece7be07a184b783881517d91cc,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Pir4_lineage,s__uncultured_Planctomycetales
568596dde71820ea050624bca98363dd,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,
edb25ce18a26539d3651fc9c246361d4,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,,
6cb19622f2ac838f6a5b15fe8d1d45e2,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Roseobacter_clade_CHAB-I-5_lineage,
d35b711547348164acbd1e100b40e624,Unassigned,,,,,,
31a6e6c9156242f550ec2b42c3459d64,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Nostocaceae,g__Rivularia_PCC-7116,
61c078b285672e4762d64769194e58f7,Unassigned,,,,,,
61d2a467afe281f32034e42f8719793a,d__Bacteria,p__Bacteroidota,c__Ignavibacteria,o__Ignavibacteriales,f__Melioribacteraceae,g__IheB3-7,s__uncultured_bacterium
99bfd10aed7ecfac90731d56b9567c22,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__DEV007,g__DEV007,
45691c9a9961101c740c62983b3831d8,d__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__Oligoflexales,f__uncultured,g__uncultured,s__uncultured_bacterium
850eb6bc576affb834bf8e4f3abb4317,d__Eukaryota,,,,,,
b5354bad93d9f21d7853eb4e1f508766,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Anaerovoracaceae,,
3fbac50522d5c357734b506f656c86c6,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Aureitalea,s__Aureitalea_marina
d32bfe117c06b1bab998cbb4910ae721,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Blastopirellula,
42bba0ac32da4367accd58c2e9fd4b42,Unassigned,,,,,,
aa03c1b1af511843487a3649287a0fcb,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,,
cbc930818c1cdba2582d830dc64cf274,Unassigned,,,,,,
76b15c6621abb51904d8a3eac654b4c8,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Odoribacter,s__uncultured_bacterium
0085aa10e5d241137dfb5552a23c3980,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,,
b5064de3884f454b8e32436cd2815568,d__Eukaryota,p__Retaria,c__Foraminifera,o__Foraminifera,f__Miliolida,,
e30d57c8e6afc3654a5d7599ab2a5e39,Unassigned,,,,,,
fe16c37c21ac1c92286e17a1da9246de,Unassigned,,,,,,
6b96df89c50af54178a4cabff6a3fc3e,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Roseibacillus,
c285601c20b606ddb8de0849f1af05cf,Unassigned,,,,,,
1857eb1aae49b1f417b335f5f44d36a6,Unassigned,,,,,,
d1ef301882c395fe5c485827e8e8e26c,Unassigned,,,,,,
ed148968852ce469fb5c6643faaaca19,Unassigned,,,,,,
fbb56b149605c7b7d98d1c561571f345,Unassigned,,,,,,
bee013e2a7b554d58d278b45e36407e4,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__Chloroplast,g__Chloroplast,
c4b8c274183414a5707f5ad98d7f9040,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Silicimonas,
f5d49acbb1bb87876d849fcc74290134,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Stappiaceae,g__Stappia,
c5632340d75191b257d1114a544d8fa5,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Persicirhabdus,s__uncultured_bacterium
a7c0ce4f5d2f82fbc33853b7ed336d8d,d__Bacteria,p__Proteobacteria,,,,,
e6f5a5b7ea547bba56e9e11aaa3e9a0f,d__Eukaryota,,,,,,
05f56d0e9a7eab53e55ddf7b0baa1ff0,Unassigned,,,,,,
b94f1aa3f8647219e9bbbc446c484e9f,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,
52d581f42d14d40e131f58d6e5e239e1,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,g__Aurantivirga,s__Polaribacter_sp.
886eeb1202009863edf6f296eba1e1a4,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,,
67130953da849f6820442fa75d4e149e,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Rubripirellula,s__uncultured_bacterium
31e36f1e6e9987f5b47350ab727fec7d,d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Chlamydiaceae,g__uncultured,s__uncultured_Chlamydiales
d995f23b1e9f2b1fcf87c47aeea08797,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,,
04dd1cb54008eb5966a35a9c4c96cb07,Unassigned,,,,,,
cd57238cf05a032267eb74fff096643a,Unassigned,,,,,,
19dc5569f0594bfc5a4f571f0c122b59,d__Bacteria,p__SAR324_clade(Marine_group_B),c__SAR324_clade(Marine_group_B),o__SAR324_clade(Marine_group_B),f__SAR324_clade(Marine_group_B),g__SAR324_clade(Marine_group_B),
3f6c2cd91fb2b59b47ab1e50468ede3f,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Woeseiaceae,g__Woeseia,
8adaf6c0a458d49217b33a70c29b2f30,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cellvibrionales,f__Halieaceae,g__OM60(NOR5)_clade,s__uncultured_bacterium
1f33c7c8b51163cfd673f2364aabfc98,d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Simkaniaceae,g__uncultured,
8bb1adb1ad5a439f2db25da3704f6b25,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Silicimonas,
3a8d3bc68cc19cc4945c1ab4acdcea34,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,
93fe11969e4c1d3c3f963e32927d1965,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Anaerovoracaceae,,
f25cb397acad1d1e89cb08b32baf773a,Unassigned,,,,,,
5dd763c1390f4025e63858f41d8ab1dd,d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Simkaniaceae,g__uncultured,
aeee309dac866277ea4961f22af1c0c7,d__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Microtrichaceae,g__uncultured,s__uncultured_marine
2d2150d2c3ac8742002caeff620c5ee1,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Photobacterium,s__Photobacterium_gaetbulicola
963fe1bfd8a016142911e889c8ece760,Unassigned,,,,,,
8cba2984b2dd782c2bc548ac8497bbda,Unassigned,,,,,,
dba3ddef19b4f0c796bce70fd6c477e5,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Coxiellales,f__Coxiellaceae,g__Coxiella,
77461ccc80791c90a1a1471cd742c34a,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Rubritalea,
8123d99d5810eee757a1136b412d77e1,d__Eukaryota,,,,,,
1c906eb1398ba945eb22d8dd50aeba10,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,,
305a7f092045fd90bd5959f1312092ad,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,
c407e0fb3340df838e7a5cbf1cf939e9,Unassigned,,,,,,
aa4fe9b103fdddb093de12aaae040433,d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Simkaniaceae,g__uncultured,
070af70bda23e4b86a089f568ffe5146,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__uncultured,f__uncultured,g__uncultured,s__uncultured_organism
f27ab8081447bd2060f8b647f011e312,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Blastopirellula,s__uncultured_organism
6bb8ba19ef6dcec372f22e312b6ad9e7,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,
858ce7fc5369ecd3f3b34eebaae6d284,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Akkermansiaceae,g__Akkermansia,s__uncultured_bacterium
ca425452e4b1b040d01049ac8e677f7d,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Cohaesibacter,s__uncultured_bacterium
8e6baed6d15dcd63df44658d7c78adb7,Unassigned,,,,,,
dc71be909e554a611822c04b82cc4682,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Rhodopirellula,
3e05fc741f163caefc2eef10547d11c1,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Shimia,
d06cfe83c0159b25d1e7b8f3de4bec7d,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Cetobacterium,s__uncultured_bacterium
08f895cd46a002345bcf65ac46d85934,Unassigned,,,,,,
85148c57a7462263e5c2c0c1ae698f2f,Unassigned,,,,,,
12a4246b089195f590e0a03c60e2dafe,d__Bacteria,,,,,,
f9defad15e3c17269dac6c38794f45f2,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptococcales,f__Peptococcaceae,,
9d659dee022f9d02181a180c66c46666,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Rubritaleaceae,g__Roseibacillus,s__uncultured_organism
0808e2d3d08ec4801f9a1a15d103acbc,Unassigned,,,,,,
cbf3343ae8647750051446cf6932f22a,Unassigned,,,,,,
0ff6e3e8ec188dc9157629c10b003984,d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,,,
c5a78fc6231a1fc5d0d464511a5abb3d,Unassigned,,,,,,
3ff26ed9b23466ef5262bf3ade2a8cb0,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Rhodopirellula,
0f524808074d6191ed08dfe8bfc3fb29,Unassigned,,,,,,
c177fcf49ad3b20f8fce7e3a20ad2ae1,Unassigned,,,,,,
354bf811878d9586a67f226820fd5565,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured,s__uncultured_Haliscomenobacter
c8736e5ae906538d333c118d25ad96f2,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Photobacterium,s__Photobacterium_rosenbergii
ca0dcb23ca3efd469026e7dd03773996,Unassigned,,,,,,
233d585b1250409ad1bde9ac7bce2519,d__Eukaryota,,,,,,
b48e04cca4a507eb8a289c5c38fe54ba,Unassigned,,,,,,
e5410c0cc8618b9a62f1ce46c1763c06,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,,
130ab93f63f30f9297c5513842e07b1a,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Cellvibrionales,f__Halieaceae,g__OM60(NOR5)_clade,s__uncultured_Haliea
