ASV_ID,Mars2,Mars4,Mars5,Mars6,Neg,Nurs2,Nurs3,Nurs4,Nurs5,Nurs6,Par1_6m,Par2_0,Par2_6m,Par3_0,Par3_6m,Par4_0,Par4_6m,Par5_0,Par5_6m,Par6_0,Reb1,Reb2,Reb3,Reb4,Reb5,Reb6
2f2efb5777c599dc1f6bb3e92afdaee5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b69523943ba9b7da1465e6b2373bed5b,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
35f395424d3c7643680bbb5dd055acf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0
7176e3f5c3b7570c36cb0c6a498cebc7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
b6bc0739a326cfdbce2d2e6f2f4099b6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0
d07b61d4c02b87f26c62c52d25cda722,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440fc8a33613e45b383103e2b162769f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
5e827b9512072e4b40dce4c11427719e,105,0,229,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,50,0
b501f3ef264c7a63969cb411525d850f,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
5f1f62f2e1a7d3902589846c8a89d6a5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
1a45b7ff31fcab2d0ab0199a85eed558,0,64,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
229b2601b246339f9f9712058f12fb45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
9a490bd859473de06ef265c014c8d856,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0
e721e5968a8b08f4105f6e1fd8dfc5eb,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
eb47aea035a2954ab1067214da83238c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
834b1fd4bc56a30ee2b0dd82151e9d3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0
f86707d0281a480a3c84abfc1f434d41,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,4,0,40,0
023c7c3a78d8cd3ac5b81bd1b127fc5a,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2b504cd2442e7e96cb86001ba1b73497,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35c07723f7d2d4675f079cb3b231b0f9,0,43,0,0,0,0,0,67,0,0,7,0,0,0,0,16,0,0,0,0,198,0,0,41,0,0
c66241a4b034992381ff7e7816ed4d78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6
4dd8b609aea0d16ade6518035300a3af,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25
2e74110c1d7f15ca85ba782c8a0842e5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
faf28dd4bef60dfe38e0430afba0d130,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,77,0,0,0,0
ca721a846276dc5b86ff07894ea39a83,0,0,0,0,0,7,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0
4c95add75f57856d2db39254ed6a3b75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
64f0ca3e2c3f7f079899975d8f558c7e,0,0,223,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0
4c2f5db4a937da869bc912dc77797893,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0
aa9d5f16de6213387c2500806d351e9d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
25957f447ba2477932378642c2d78f5c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
33e295fbb2f1f8b4a89937c6848a01af,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0
702c0bee6ea149daa033753f209fe45d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
8616e2eb4c924191590e2b14a28bbae7,0,0,0,0,0,0,0,0,1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3e6d80bc7fea2319a89ca546a0f5c2c1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
143bf2a2383747041cf6bf1fe63cfdf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,22
268d80228fcda37f887ec709b138716c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2106,0,0,0,0,0,0,0
1d2544b81e9fc67c3be35d55b17bd232,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5b36eb4f4268c36ae0cc9c112155a7cc,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0
4d305b9aba026b5efed109772ecebdb7,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
a02b8bad96b779fe44ba109397ea6c91,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0e0215f5b8552484f1a00b36a700f981,0,0,0,0,0,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824b97e9c49e95fe6775706c642890f9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,4,0
25a4a63c00e83f64c02722493a242b20,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327b51aa33f19c5d05f77cfc2950b313,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fe69174830c06473f0bbaf774cf04864,0,0,13,0,0,33,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,67,0,0,18,0
4973c26f1e2e41f202e19e0385f15ddd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
4c87d4e50672baba2b601990f7683a6d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0
c77681ad6e026d31585c7795149b7bcb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
b30cfe884ec4af7a09f61ac83d4c936b,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
f8a6cf84784283b52165490777a3fa7c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
961fdd11095449f0c897ba375539bd13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,13,0,0,20
817f48d408e33a5c53af96792790bb4a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0
8d90975102197de65749e3fe820e2c2a,0,515,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,28
0ffcad923be3851d8f06e272694ee8b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0
886a2f101c1e628777ee2e96504084a7,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,55,0,531,0,0,0,0,0
de83eeba28ff6194d9021ac1137057c6,0,0,0,0,0,50,0,0,0,0,0,0,0,0,3,0,0,0,0,72,0,0,0,0,0,0
9e303bb25e68bc6ecf51c37fdddd11c8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
fe5dcb084bfdfe808a98979f5826b3fa,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c7268cfe1133089bfbb832b3751630d1,16,0,9,0,0,18,0,0,0,0,0,0,8,0,0,0,11,0,0,0,0,0,0,10,12,0
e4378a6e31327c492ca8268232eb3a2e,0,0,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0
9b7e7d81afef0cd98beab385b4b28907,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,17,29,0,0
1b3be9c353998f7e32c3f09fd12f5f40,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e5da021b865587150bae9e8b8175a8c2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09ecc3be22ce87716438c91c4a22c64d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
d2284e637a790375fed3b4cc62f5f260,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,16,0,0,0,0,0,0,0,0,0
6032517718af040fa8636c91fde59c28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
f7eb8ffc64d72c9af0c9d0d96d0e1184,0,0,7,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
192521c1cb8c5e968609694f1a8e082c,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6613291f9bd38560e804d3674d8ab444,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0
88eea387a0a3b698cbc2ed46b6f84c86,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e195fd932ffb7710f023556b6b168ec7,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0fffa2f20e9ce7c1e39835ce41107be9,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e533464635d9d6d1b6f87c99b4c5e58f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
848ca830e14149ff38d1e4405b979de0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,6,0,0,0,0,64
f187033c040cebd8ac809bde80d3848a,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168b88e428151a1ec5885fe574a0693f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,54
72fccbe10c48533c17d40b4705f18018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
a427e9e91640ff0aeca9097b56a25156,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d64c7386e9979ab22ecbc5dd13b09a7c,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2adb8c935fcbae2ae38b2bcd32975fb5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
4f6b50d124d4a26b336841835e4693a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0
25139d07183d0c4e262cc4dbbd0f956c,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,5,0,89,0
a90d299128b2fb8083d52e75104a0fab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
