KEGG_ID,MARS2_S1,MARS4_S14,MARS5_S2,NURS2_S4,NURS4_S5,NURS5_S6,Par1_6m_S7,Par1_T0_S15,Par2_6m_S8,Par2_T0_S9,Par3_6m_S10,Par3_T0_S11,REBAR2_S12,REBAR4_S13,REBAR5_S16
K01937,0.938295774,0.670910498,1.829533964,0.276717865,0.433314124,0.896774692,0,1.297960504,0.600162398,0.593875705,0.575494304,0.843344172,0.861294016,0.848975302,0.816127125
K01938,0,0.085032252,0,0,0.0696196,0,0,0.074909625,0.024972325,0,0.011272469,0,0,0.036250907,0
K01939,0.228925715,0.139115265,0.374383398,0.333043039,0.297045273,0.617134463,0,1.818601769,0.463028517,1.152981553,0.593137534,0.348194375,0.724809001,0.190364795,0.821217315
K01940,0,0.158988874,0,0,0.048814163,0,0,1.428633555,0.052917545,0,0,0.072174744,0,0.306888367,0.017538263
K01941,0.046540343,2.019578321,0.298699423,0.013760572,0.438724819,0,0,0.951827478,0.295453899,0.120134558,0.091632938,0.246715823,0.096591475,1.279295516,0
K01945,0.54387868,1.604300015,0,0,0.183163051,0.119079299,0,1.442708762,0.532799937,0.328881882,0.478982096,0.276420975,0.289488932,0.509195436,0.159067967
K01946,0.780214072,0.962017425,0,0,0.164092806,0,0,0.686066961,0.188350583,0.393746105,0.382595252,0,0.118575975,0.042064286,0.405758118
K01948,1.110936003,0.235514639,0.113542506,0.316834332,0.16002439,0.363733133,0,0.852719753,0.673496025,0.583239899,0.84742323,0.175999889,0.963633957,0.396539909,0.711081059
K01950,0.584779342,0.551470378,0.989441838,0.293395058,0.276613588,0.392961688,0,1.45846581,0.066146931,0.500441478,0.35830349,0.306742664,0.111047342,0.121260238,0.17538263
K01951,0.024537649,3.335199301,0.131925578,0,0.119820242,0.396263887,0,0.652732852,0.205790452,0.047361917,0.158253874,0.126305803,0.043185077,0.453037791,0
K01952,0.959013131,2.246611234,1.5270126,0.278005469,0.237453684,0.816865241,0,1.031062749,0.787513068,0.575695836,0.65300281,0.777725494,0.456614244,1.529998297,1.287245043
K01953,2.83063553,0.601989692,0.863685441,0.478125279,0.403556497,1.297397319,0.467246386,1.887303536,1.902734549,2.059086566,2.102455782,1.064941265,2.31098522,0.797304956,2.219418623
K01954,11.05212335,2.173894553,7.527848803,6.008635371,3.264903068,3.954155077,0,14.14737556,7.053950065,7.362858989,7.981810378,4.510825806,8.360344267,5.213021199,6.393749157
K01955,3.864808538,3.14499214,3.068236578,2.136352011,1.861822225,2.711024886,1.168555933,6.611689644,2.828683304,2.75180414,3.345710557,2.484278498,2.397643951,2.59371339,2.854402644
K01956,1.050744821,1.916971581,0.602268945,0.416706024,0.202671791,0.177944915,0,1.825476209,1.920394771,0.621341103,0.63782507,0.386495757,1.115301563,0.438563399,0.690569105
K01958,0,0.436607908,0,0,0.037236445,0,0,0,0.021370547,0.017019062,0,0,0,0.085908215,0
K01959,0.020225233,0.665014975,0,0.04838081,0.040621576,0.065951612,1.096295407,0.033654501,0.117181206,0.011665087,0.017725261,0,0,0.113403541,0.013014259
K01960,0,1.251301325,0,0.19843144,0.095942551,0.061240783,0,0.042901909,0,0.014366741,0.032573045,0,0.030285639,0.278190099,0.034965524
K01961,0.01230819,0.917317626,0,0,0.090360439,0.179639629,4.33918322,0.311368852,0,0.028006052,0.031748411,0,0.092969867,0.160197696,0
K01962,0,0,0,0,0.081139986,0.146901566,0,0.404548337,0,0.029499708,0.052551179,0,0,0.161336455,0
K01963,0,0.64134495,0,0,0.042224504,0.146901566,3.830266669,0.514466377,0,0.003446228,0.027347151,0,0,0.127716152,0
K01966,0.013329912,0.073048942,0,0,0.007476043,0.036413438,0,0,0.032179588,0.014949176,0.009683878,0.016580685,0.009003839,0.191462915,0
K01968,0.055461,0,0,0.105321303,0.092645699,0.063295842,0,0.899618666,0.052418323,0.006078237,0.011000546,0,0.020456089,0.258194089,0
K01969,0.746079707,0.890337696,0.230869762,1.225556978,0.487826289,1.07637332,1.372794691,1.158623828,1.398799436,0.460145021,0.557360985,0.379933273,1.011074398,0.442115798,0.872297817
K01971,0.015551564,0.310158624,0,0,0,0,0,0.039033704,0,0,0.033893573,0,0,0.033537742,0.092075881
K01972,0.022638998,1.716502866,0,0.072379398,0.065637123,0.124914974,0,2.734154622,0.108240433,0.034569971,0.110527517,0,0.090856916,0.477185927,0.062424326
K01974,0.34549877,0.399359916,1.406623716,0.23575232,0.240533555,0.135324555,1.520841177,0.404726945,0.775303563,0.314970843,0.329433562,0.260609862,0.393793212,0.176655396,0.471558594
K01975,0,0,0,0,0,0,0,0.044505718,0,0,0,0,0,0.069582978,0
K01990,0.408422598,0.627802221,1.436522964,0.431917015,0.836422783,1.203141959,0,1.673831654,0.571976403,0.616680942,0.566683043,0.505223211,0.344064715,0.860122922,0.34102178
K01991,0,0.076289016,0,0,0,0.046005271,0,0,0.135520542,0.015337803,0.00674227,0,0,0.055915611,0.009900632
K01992,0.022894213,2.364959504,0,0.021819553,0.615097146,0.041004698,0,0.903222448,0.24369922,0.076292349,0.007475781,0.065066626,0.224410025,0.952175313,0.011297654
K01993,0.027656453,0.794944371,0,0.038433037,0.14168013,0,0,0.489258067,0,0.028609631,0.017756633,0,0.093279767,0.355916033,0.07055623
K01995,0,0.420437245,0,0,0.024824296,0,0,0.698354391,0,0.012156473,0.00803886,0.190862102,0,0.21162575,0
K01996,0,0.604989641,0.517838719,0.102368369,0.045030119,0,0,0.225789786,0,0,0.022595716,0,0,0.061387103,0
K01997,0,0.475966693,0,0.058511835,0,0,0,0.65762497,0.056697369,0.090305229,0,0.162052728,0,0.199011693,0
K01998,0.006323163,0.066736071,0,0.009659097,0.109117183,0,3.012151458,0.527759818,0,0.027151242,0.016077721,0,0,0.30061677,0.01966908
K01999,0.023248803,0.330956432,0.18803872,0.118415303,0.110173264,0,0,0.194418591,0.026395925,0.0366456,0.041802074,0,0,0.46246372,0
K02000,0.022676173,0,0,0.298729513,0.05558742,0,0,0,0.066146931,0.050283594,0.020064995,0,0,0.298074341,0
K02001,0,0.116788124,0,0,0.073414033,0,0,0.014697876,0.105333502,0.027314545,0,0,0,0.164668722,0
K02002,0.03068842,0.472991901,0,0.070214202,0.17952405,0,0,0.05079586,0.179962501,0.071370262,0.057991316,0,0.151264487,0.49312497,0.058928564
K02003,0.102042776,1.356249178,0,0.084257042,0.197917729,0.145093546,0,0.49263226,0.075085705,0.139207935,0.02371126,0,0.313019353,0.619320132,0.041475622
K02004,0.050771283,3.695936714,0.287091932,0.145560339,0.490528096,0.264917992,1.397529731,2.144226657,0.347593233,0.173689871,0.100772857,0,0.076773471,1.491290339,0.100675223
K02005,0,0,0,0,0.038153598,0,0,0,0.082113432,0,0,0,0,0.048902323,0
K02010,0,0.157663967,0,0,0.064009756,0,0,1.707983793,0.066463424,0.031249691,0,0,0.078518322,0.291148841,0
K02011,0.009061541,0.523310188,0,0,0.255686838,0,0.305365748,0.958284818,0.289119036,0.017914803,0.019905749,0.268399831,0.030483584,0.409524264,0.047831626
K02012,0.038617978,1.205074907,0,0,0,0,0,1.270608318,0.037290887,0.012499876,0.038468166,0,0.031301935,0.095726297,0
K02013,0.984977678,1.719970549,0,1.402900506,0.579078913,0.815661017,0,2.701416176,0.829397882,0.473029823,0.497413974,0.399478818,0.865094614,1.552580741,1.559076262
K02014,0.395925616,9.122483035,0.932358655,0.851241303,1.979865368,0.844791768,0.580995506,3.168896102,1.171505422,0.341005801,0.429393873,0.715424775,0.445305421,3.472013395,0.238410763
K02015,0.014913379,3.688817275,0,0.16810573,0.223299383,0.190526879,0,1.856964811,0.23794011,0.064566482,0.117451813,0.268866613,0.092487021,1.42824315,0
K02016,0.068352988,2.672199413,0,0.175127283,0.501968009,0,0,1.727717409,0.291046496,0.146413993,0.068093876,0.083184451,0.200961796,1.157766467,0.04603794
K02017,0.084120543,0.36332237,0,0,0.054930358,0,0,0.269553501,0.152054975,0.007114078,0.042898365,0,0.089049897,0.344357824,0
K02018,0.01807564,1.685911726,0,0.057347725,0,0,0,0.354105753,0.241580096,0,0.053745524,0.026185349,0,0.339789092,0
K02019,0.04159575,3.031329309,0,0.097798353,0.063140058,0,0,0.097185956,0,0.028984429,0.032714666,0,0.020821377,0.263664336,0
K02020,0,0.593299945,0,0.333183741,0.058088853,0,0,0.603344488,0.084507106,0.027427415,0.034515474,0.045929383,0.064183326,0.239837127,0
K02024,0,0,0.11839475,0,0.209218328,0.040303763,0,0.766316849,0,0.028365104,0,0,0.039863148,0.141966966,0
K02025,0,0,0,0.456392312,0,0,0,0.680301693,0,0,0,0,0,0,0
K02026,0,0,0,0.178588296,0,0,0,0.28109688,0,0,0,0,0.050695526,0,0
K02027,0,0,0,0,0.082395537,0,0,0.337956325,0,0,0,0,0,0.016545286,0
K02028,1.098899256,2.309530766,0.52272399,1.161725885,0.37332168,1.423559323,0.403973438,2.274042175,1.143708163,1.279182091,0.391338564,0.33193409,0.534415332,5.433449801,0.40457584
K02029,0.011227471,3.874749652,0,0,0.068918979,0,0.718175,1.759785265,0.274055563,0.066713978,0.016077721,0.161291917,0,0.417310363,0.0472184
K02030,1.371027899,4.567049948,0.566551564,0.937766098,1.368732658,0.766687489,0,4.218241456,2.103643306,0.918371929,0.985902973,0.478484378,1.523746195,3.283890399,0.523772504
K02031,0,2.109397843,0,0,0.016271388,0,0,0.873998702,0,0.013169513,0,0.072174744,0,0.157381988,0
K02032,0,1.9067486,0,0,0,0,0,0.973063102,0,0.029898353,0,0,0,0.103747079,0
K02033,0,0.999278664,0,0,0.014724678,0,1.686150001,0.267868792,0,0.008412464,0,0,0.101391051,0.042464137,0
K02034,0,1.242200952,0,0,0.10523343,0,8.813965915,0.737108962,0,0,0,0.150680607,0.105999735,0,0
K02035,0,0.551058525,1.24794466,0.164301232,0.056396945,0,0,0.700609206,0.028348685,0.009966118,0.030218367,0.043820381,0.085840276,0.358443263,0.017051089
K02036,0,0,0,0,0.113013334,0,0,1.091865424,0.026209161,0.011230853,0.006365798,0.130793826,0,0.188307242,0.044373918
K02037,0.066393217,1.235810876,0,0,0.138802517,0,0,1.826603742,0,0,0.018578699,0,0,0.282557064,0
K02038,0.027842317,1.230325754,0,0,0.208390506,0,0,1.348562648,0,0.026029154,0.047323102,0,0.027435226,0.261330093,0.068521586
K02039,0.010321218,0.754045059,0,0,0.017365875,0,0,0.767447777,0.149364038,0.039685706,0.054288408,0.104741397,0.046952903,0.080057835,0.069491231
K02040,0.029134576,1.259102783,0,0,0.122058718,0.08346089,0,1.633625124,0.039336936,0.007046109,0.046446749,0,0.160366362,0.473104297,0.062424326
K02041,0,0,0,0,0.018618222,0,0,0,0.057878565,0.089695059,0,0,0,0.27683404,0
K02042,0.0257006,1.271723507,0,0,0.127434413,0,0,0.181015947,0.039688159,0.067618524,0.046364976,0,0.050833661,0.436869908,0.064614653
K02043,0,0.76890309,0,0,0.057799854,0,0,0,0,0,0.11471671,0,0.062186511,0.361175679,0
K02044,0,0.421776217,0,0,0,0,0,0,0.186767805,0.064913783,0.015975315,0,0,0.300363686,0
K02045,0.583996056,1.828372054,0.206749041,0.529261673,0.232355414,0.387096588,0,0.604148518,0.559780745,0.46230886,0.478244065,0.384572892,0.626505898,0.673028578,0.233625369
K02046,0.008461881,0,0,0.10049005,0.092373712,0,0,0.035015528,0.112146356,0.016208631,0.004610523,0,0.102693322,0.159381194,0
K02047,0.044262144,0.222584424,0.095204026,0,0.066768797,0,0,0,0.082113432,0.076030176,0.033352718,0,0.128730039,0.258905368,0
K02048,0,0.380933075,0,0.022353909,0,0.119380766,0,0.193806878,0.140311672,0.021960081,0.056304834,0,0.066628405,0.259566732,0.060131187
K02049,0.044909883,0.622964943,0,0,0.127318035,0,0,0,0,0.032377729,0.083604148,0.362906814,0.121934336,0.260751222,0.054698543
K02050,0.011987664,0.211787418,0,0,0.020169741,0,0,0.267868792,0.028939282,0.033022061,0,0,0.034805883,0.17727092,0
K02051,0.058374712,0.808533164,0.227085012,0,0.243162642,0,0,0.286874208,0.091087577,0.012429652,0.023661551,0,0,0.300368276,0
K02052,0.082038351,0.08050926,0,0,0.307174296,0,0,0,0.127439041,0.078416946,0.063901259,0.296165331,0.055689413,0.476628842,0
K02053,0.020923923,0.346091635,0,0,0.205988842,0,0,0,0.042093502,0.043859698,0.025593106,0,0,0.237618467,0
K02054,0.032341426,0.066853979,0,0,0.058016333,0,0,0.02405107,0.078534872,0.015544343,0,0,0.075837209,0.400542522,0.026028518
K02055,0.033356978,0,0,0.168226518,0.1082401,0,0,0,0.079376317,0.090923758,0.071969137,0.046678231,0,0.338426302,0
K02056,0.0080759,1.375976439,0.504863261,0,0.108690162,0,0,0,0.17330746,0.007763081,0,0,0.060571277,0.361752861,0.066964277
K02057,0.013304228,1.597115509,0,0.110864529,0.145677375,0,0,0,0.134427634,0.081842594,0.006815556,0,0.037015781,0.500552642,0
K02058,0.006690789,1.685911726,0,0,0.154286463,0,0,0,0.016152158,0,0.014582119,0,0.074326508,0.018036285,0
K02062,0.025573683,0,0,0,0,0,0,0,0,0,0,0,0,0.027575476,0
K02065,0.780910692,0.272879943,1.484162757,0.39119341,0.30145912,0,0,2.587225453,0.644932577,0.829679293,0.330411602,0.536799662,1.280310528,1.55112055,0.822106078
K02066,0,0.362677496,0,0,0.163400432,0,0,1.111712522,0.096632038,0.042062322,0.038194788,0,0.017801482,0.267537708,0.023533771
K02067,0,0.438971602,0,0,0.18223954,0,0,1.120496906,0,0.007424423,0.018858078,0,0,0.294373243,0.024718357
K02071,0.032763438,0.942617311,0,0,0.151596059,0,0,0.297631991,0,0.03149435,0,0,0,0.123648044,0
K02072,0.047950657,0.122855039,0,0,0.102269108,0,0,0.393201896,0,0.019754269,0,0,0.090856916,0.493949068,0.047831626
K02073,0,0.073617416,0,0,0.030136889,0,0,0.386667201,0,0,0,0,0.045369537,0.193135633,0.028661753
K02074,0.029891318,0.7492941,0,0,0.05029338,0.122481565,0,0,0,0.043811448,0,0,0.074623814,0.096693229,0
K02075,0.018487,0.151965269,0,0,0.085539142,0.303006603,0,0.42478932,0.022314627,0.034569971,0.040065885,0,0.059603685,0.019934079,0
K02077,0.29962067,0.503182873,0.147363678,0.453691766,0.13748841,0.150495966,0,1.266768669,0.164388823,0.353472835,0.25229654,0,0.441561027,0.352443959,0.156724903
K02078,0.672009201,0.837153807,1.011108447,0.995765045,0.328614053,0.757240041,0,2.962852395,0.417528605,1.134034009,0.744987455,1.881814545,1.052492947,0.927502157,0.873712737
K02081,0,0.331924141,0,0,0,0,0,0.083545822,0,0,0,0,0,0.108850565,0
K02082,0,0,0,0,0.056124496,0,0,0,0.060395024,0.008016225,0.036349629,0,0,0.017984006,0
K02083,0,0.242559949,0,0,0,0,0,0,0,0.014182552,0.034201697,0,0,0.092407182,0
K02088,0.448536208,0.042137363,0.185107159,0.170765943,0.215623064,0.29931603,1.036475279,0.811362041,0.253686003,0.163841642,0.315610313,0.095643592,0.527165721,0.164439506,0.399884114
K02090,0.509942311,0,0.58063054,0.262357257,0.115945815,0.169420608,4.18003653,0.641601896,0.216264816,0.258343253,0.285355474,0.874308431,0.167568444,0.044583106,0.396973857
K02091,4.003542139,0.932660086,11.51097124,8.137924889,4.445297235,12.02130685,5.46217606,1.57619195,3.599883682,6.403721869,6.535253798,8.891216935,6.470462714,6.064662884,3.060550401
K02099,0.02608081,0.82071654,0,0.020745105,0.204628282,0,0,0,0.021453059,0.025256599,0.020901037,0,0.306145103,0.288504324,0.028168529
K02106,0.010557943,0.433688849,0,0,0.110856591,0,0,0,0.141382753,0,0.050162489,0,0.091450752,0.135370521,0
K02108,4.062230164,240.3781697,0.73291988,2.55000149,13.14166009,0.898198144,34.47240002,3.179670955,8.37780948,2.505133951,8.296354448,22.53990538,1.381922475,19.03889681,1.403061039
K02109,0.029320147,0,0,0,0.073998539,0,0,0.595263981,0.176953573,0,0.03195063,0,0,0.086941789,0.058647058
K02110,6.505945077,1.762702736,2.535280677,2.320638875,0.921301708,2.098015792,0,13.80863154,6.077442001,7.369563468,4.158757633,2.498755101,5.495026277,11.52436496,6.296664177
K02111,1330.577549,2665.31406,9336.981239,3769.806234,954.7523106,4061.252346,3691.821999,353.1107921,1112.98096,952.3316644,2668.259901,2665.787354,3460.584146,1084.473906,425.1270529
K02112,1080.928827,1444.30793,7626.962193,2893.514746,591.6941416,2698.231635,2694.440757,264.849108,951.8851221,681.9500948,2003.171772,2188.32225,2606.294336,611.7747049,290.6709176
K02113,1.67690296,0.293328311,0.805359635,0.934012174,0.189832854,0.877309815,0,3.101421574,1.343690599,3.032664511,0.495792039,0.199739409,1.012338557,2.53856592,0.835106825
K02114,0.786633555,0.898085888,0,0.38128978,0.098040259,0.589442532,0,1.91548633,0.446491784,1.036476234,0.369500474,0.869751351,0.708453927,2.186490943,0.597248956
K02115,0,0.998274364,0,0,0.051520047,0.043461201,0,0.781230902,0,0.005097876,0.023116354,0,0.067594034,0.131882713,0.051153267
K02116,0.244112433,0,0,0,0.0523323,0,0,0.488421728,0,0,0,0,0,0,0
K02117,0.782741081,1.011224064,0,1.36363371,0.164624281,0.150495966,0,1.232111733,0.642190305,0.214977631,0.441714222,0,0.226590527,0.083593323,0.514129283
K02118,0.012177945,0.955786743,0,0,0,0,0,1.175106616,0,0,0,0,0,0,0
K02120,0.04603263,0,0,0,0,0,0,0.80455771,0,0,0,0,0,0,0
K02121,0,1.685911726,0,0,0,0,0,1.135916588,0,0,0,0,0,0,0
K02123,0,0.636719867,0,0,0,0,0,1.000043488,0,0,0,0,0,0,0
K02124,0,2.364959504,0,0,0,0,0,0.714316777,0,0,0,0,0,0,0.131536972
K02126,60.91551767,2889.00058,19.78883676,39.11222843,192.1307687,16.38803341,239.0540445,34.95513788,113.4359733,25.59291243,117.7387993,196.0252937,31.36380739,283.301492,17.09024009
K02132,3.301330049,4.213552304,13.79169583,5.919269988,0.913187216,5.02441844,1.668019356,1.034196008,1.844026234,3.8885979,5.358265829,5.422218807,5.987827841,4.625159459,1.209077222
K02133,3.201360196,0.540562172,5.540874291,2.688565621,4.119027789,3.385516082,0,1.758318221,3.081244314,3.017015612,2.325715381,3.982077492,2.501593753,5.978864667,1.671531373
K02145,0.07672105,0,0,0.210642606,0.031230566,0,0,0.183158148,0.067213817,0.221247812,0.35113742,0.069264473,0.155466278,0.190907145,0.014850949
K02146,0.532252287,0,0,0,0.121018445,0.232866186,0,0.565500782,0.070333446,0.221247812,0.438921775,0,0.495548762,0.045959127,0.181878283
K02149,0.639342087,0,0,0.101420514,0.262953658,0.407515825,0,0.529123539,0.377282495,0.35508908,0.479949737,0.159051752,0.345480619,0.168516801,0.250082639
K02154,1.289395664,0,4.061373826,0.630824976,0.030020079,0.641906004,0,0.772908206,0.756360719,0.637101028,0.472735495,0,0.659307254,0.324842,0.944862441
K02155,3.178935005,2.415277792,2.667828363,1.9997937,1.863985338,1.708767201,0,4.335016616,4.00429131,5.608086344,3.759374847,2.855879975,3.126490615,18.5216314,2.357364416
K02160,0,0.851385422,0,0,0.227799425,0,0,0.30633468,0,0,0.067787147,0,0,0.110794325,0
K02167,0,0.102268519,0,0.05532028,0.02093292,0,0,0,0,0.005979671,0,0,0,0.113603195,0
K02168,0.920652605,0.54790012,0,0.179832195,0.261726999,0.381516202,0,3.081099959,0.646857749,1.171045978,0.653564718,0.298222034,0.906886624,0.381814289,0.852045463
K02169,0,1.081730356,0,0.028824778,0.21046686,0,0,0,0.033471941,0.006664091,0,0.252611606,0,0.076684611,0
K02170,0,0,0,0,0.202183426,0.399199175,0,0.321597164,0.029398636,0.033022061,0,0.137972604,0,0.394303542,0.018054094
K02178,0.543440774,0,1.731523216,0.114098078,0.134464939,0.392961688,0,0.396842654,0.501614227,0.353381921,0.609613577,0,0.453443312,0.103408037,0.639415838
K02180,0.255736835,0,3.693916194,0.243409233,0,0,0,0.423298831,0.123474271,0.02458309,0.390152689,0.763448408,1.191908135,0.275754765,0.368303523
K02182,0,0,0,0,0.030492836,0,0,0.037496944,0,0.012570898,0.014250707,0,0.036724318,0.081907356,0
K02183,8.024764972,2.612613491,7.002999186,4.427678878,0.781509909,2.749997309,1.200199614,9.724839258,5.98184186,5.680592786,5.541029537,3.832177707,5.202624892,3.345621342,7.793616973
K02184,0.763172554,0.398308969,0,0.749444218,0.326112861,0.248186329,0,0.676721157,0.380170782,0.48907411,0.567628161,0.452041821,1.374649199,0.431048237,0.329534731
K02192,0.015764599,0.907107755,0,0,0.079573772,0,0,0,0,0,0,0,0,0.101991488,0
K02193,0,0,0,0.060183602,0.11854868,0,0,1.142906844,0,0.012156473,0,0,0.102505239,0.27003964,0
K02194,0,0.349286327,0,0.024449588,0.107571951,0,0,0.396842654,0.074581775,0.020422875,0.012540622,0.105708241,0.18471241,0.198889325,0
K02195,0.0277305,0.151965269,0,0,0.046657714,0,0,0.292587381,0,0.013014577,0.010072789,0.086232877,0,0.096596729,0
K02196,0,0,0,0,0.086699781,0,0,0.126989649,0,0,0.037434693,0.32047741,0,0,0
K02197,0,0.310158624,0,0.165960841,0.148945778,0,0,0.267534374,0,0,0.035325696,0.302422345,0,0.036026026,0
K02198,0.010061777,1.481185493,0,0.055695333,0.124922265,0.037649024,0,1.648017666,0.11301035,0.037163686,0.013649657,0,0,0.286183184,0
K02199,0,0.475368745,0,0,0.07306774,0.086523674,0,1.294052133,0.023248294,0.025430783,0.034835062,0,0,0.274950815,0.037015429
K02200,0,2.364959504,0,0,0.118066775,0,0,1.312592747,0,0.092443375,0.033817408,0,0,0.37900021,0.033789314
K02202,1.20492935,0.287751727,0.368689354,1.974361726,0.176696132,0.448245272,0.58983194,1.94067254,0.971831716,0.686631139,0.770520985,0.244927602,0.549747677,0.18671796,2.020473872
K02203,0,0.482644797,0,0,0,0,0,0,0,0,0,0,0,0,0.09395498
K02204,0,0,0.527702313,0.104318243,0.073763623,0,0,0.064352863,0,0.029898353,0,0.245394131,0.024418787,0.184457579,0
K02206,2.061300512,0.129291636,0.439751928,2.320452479,0.489905993,0.419159134,0,3.301136083,0.926057034,0.995170879,1.299389765,0.965808227,1.994838392,0.588055341,2.152135043
K02209,0.967250053,0.348214896,0,0.991183304,2.660920894,0.636453286,0,1.285478045,1.602135482,1.174106485,1.246368582,1.449029762,0.529348371,3.182176148,0.282441352
K02210,0.669352022,0.405421629,1.432984731,1.150902352,0.055322718,1.154826185,0,0.911118338,0.807937514,0.609560297,0.287922447,0.746851703,0.506955256,0.322886319,0.690569105
K02211,0.793666039,0.326201311,0,0.472129978,0.100153196,0,0,0.697895702,0.143698505,0.324242482,0.454057009,0.518289329,0.160827185,0.064184299,0.889008503
K02212,0.889805997,0.390096413,0,0.705761307,0.179656248,0.291682902,0,0.687315112,0.859228176,0.342135791,0.58178144,0.486993508,0.745276489,0.089549228,0.968220601
K02217,0,0,0,0,0,0,0,0.027526658,0,0,0.014497829,0.049646212,0,0.050209683,0
K02218,2.402610808,0.280985288,1.28330876,1.331665239,0.477442631,0.872853953,0,1.963200422,1.522285536,1.363971002,1.726469918,1.117719844,2.571582619,0.403619871,3.245639971
K02219,2.019613423,0.305156065,0.558555876,1.969883023,0.459200422,1.528356921,0,3.04925739,2.042449901,1.250531109,1.447376154,1.901077063,2.857384169,0.706280978,1.819681437
K02221,0,0,0.298968037,0,0.051865048,0,0,0,0.059960527,0,0.0406174,0,0.132177808,0.145174514,0
K02224,0,0.284506407,0,0,0.02466618,0,0,0,0.104442523,0,0,0,0,0.383399897,0
K02225,0.009670721,0,0,0.023011377,0.06508555,0,0,0,0,0.018592253,0,0,0,0.057352356,0
K02226,0.022131072,0,0,0,0.037236445,0.049377385,1.218265446,0,0.087272391,0.034842175,0,0,0,0.134605716,0
K02227,0.052309807,0.501183471,0,0,0.072838688,0.402546119,0,0.14109961,0.168942837,0.03160683,0.016610096,0,0,0.52057119,0.027281742
K02228,0,0.256828181,0,0,0,0,0,0.078067407,0,0.010011213,0,0.373425852,0,0.174062397,0
K02229,0,0.245710078,0,0.038568364,0.11849372,0,0,0,0,0.080006163,0.010857682,0.040322979,0,0.358979777,0
K02230,0.071590405,0.496917561,0,0.071126075,0.136840644,0.099274532,0,0,0.091714039,0.133954275,0.017683604,0.137972604,0.036724318,0.511836802,0
K02231,0,0,0,0,0.085676775,0,0,0,0,0.039158905,0.024116581,0,0,0.263553226,0
K02232,0.021410526,0.546928536,0,0,0.175719626,0,0,0.266842474,0,0.017842565,0.047027333,0,0.055195128,0.554990653,0
K02233,0.04603263,0.262773278,0,0.087627324,0.355976261,0.075448644,2.67458276,0,0.032493229,0.064710363,0.014667394,0,0,0.316928364,0.058928564
K02234,4.211412865,1.235426607,4.658993398,1.318327174,0.952814904,3.632328121,0,4.51481349,1.687823159,2.734926219,2.949521329,1.261146936,2.694463697,1.449171019,1.564884861
K02238,0.083695691,2.767505803,0.10337452,0.078238682,0.261875979,0,0,1.112564184,0.047087646,0,0.009358673,0,0,0.278301312,0.062424326
K02256,166.3547148,5958.66794,104.4211508,144.6888327,518.489749,145.4001193,622.3596049,475.829522,385.3504147,102.3731222,321.8318061,529.1990741,126.8197051,711.7124992,138.6389775
K02257,0,0.739875599,0,0,0.085845596,0,2.745589382,0.243960648,0.00926057,0.082599183,0.033367509,0.056879434,0.03088734,0.37396879,0.038445044
K02258,0,0.276603451,0,0,0.054697602,0,0,0.864699257,0.032493229,0.006469234,0.028340389,0,0,0.182278573,0.043076435
K02259,0.008955765,0.624706284,1.12750349,0,0.082104386,0,0,0.250637466,0.01798169,0.025060432,0.013293946,0.162052728,0,0.30939241,0.138982461
K02261,86.83141353,4388.396061,31.49949083,52.86648481,263.5306492,21.10150435,406.5854304,37.35757149,162.3263809,36.90494318,170.7815137,236.0545874,41.82681792,403.2970093,19.5755845
K02262,86.82989325,2866.421879,49.94918124,67.84210045,394.1395684,48.64228463,386.4169705,196.4495931,138.4426145,59.02260801,169.5218693,287.1034166,60.69487545,483.4293197,52.44657608
K02265,0.801308749,7.322615354,0.461739524,2.515228742,0.645431705,1.397197113,0,1.375721201,0.565923743,6.416186535,0.483046187,0.286293153,0.440487789,22.41886236,0.300099167
K02274,0.011394215,1.296179728,0.256521958,0.063262301,0.696704317,0.075751651,0.622995181,2.335045182,0.045320899,0.055843799,0.049740448,0,0.030785402,0.501935639,0.064052787
K02275,0.049320675,0.305156065,0.256521958,0.382095889,0.437374896,0,0,1.722562946,0,0.02565192,0.081037946,0,0.031093256,0.359316814,0
K02276,0,0.625841701,0,0.322159279,0.026524591,0.08732482,0,0.56540124,0,0.020485908,0.0230809,0.05882736,0.015972563,0.127355161,0.121830682
K02279,0,1.018751786,0,0,0.107076228,0,0,0.073263259,0.179236845,0.030587255,0.033001637,0,0,0.057184168,0
K02280,0.002663925,0,0,0,0.062750305,0.04366241,0,0,0.096464274,0.005121477,0,0,0,0.040214236,0
K02283,0.030021281,0,0,0,0.109860716,0.164018792,0,0,0,0.015691334,0.021809778,0,0.04055642,0,0
K02293,1.453349796,0.682668723,1.006212038,0.145868729,0.289446177,0.631979622,0,1.681467328,1.374765082,0.735591951,1.215276786,0.90757881,1.358326505,0.594862727,1.708624591
K02295,0.494565449,0.859985274,0.801366117,0.226310237,0.032004878,0.701485327,0,0.354206666,0.298481193,0.301701561,0.352381118,0.141963547,0.616725733,0.112808767,0.852272615
K02297,0.009752676,0,0.234782809,0,0,0,0,0.750948407,0.047087646,0,0,0.072786395,0,0.084128572,0
K02298,0.030552631,0.253766147,0,0,0.112541743,0,0,0.303319226,0,0.006249938,0.007085097,0.021050967,0.022862688,0.155343221,0.010404054
K02299,0,0,0,0,0,0,0,0.282897734,0,0,0,0,0,0,0
K02300,0,0,0,0,0,0,0,0.471496223,0,0,0,0,0,0,0
