KEGG_ID,MARS2_S1,MARS4_S14,MARS5_S2,NURS2_S4,NURS4_S5,NURS5_S6,Par1_6m_S7,Par1_T0_S15,Par2_6m_S8,Par2_T0_S9,Par3_6m_S10,Par3_T0_S11,REBAR2_S12,REBAR4_S13,REBAR5_S16
K00001,0.023016315,5.23473635,0,0,0.069153397,0.326617507,7.215153493,1.12082492,0,0.125530673,0.054682945,0,0.182503892,0.867741154,0.127735326
K00002,1.853008422,0.55646106,0.325933782,0.649778885,0.234702438,0.319697645,0,2.219628404,0.753402333,1.40623609,0.807701088,1.310155107,1.462437026,1.451217871,0.905152726
K00003,0.548644721,0.314280333,0.593665103,0.095523972,0.247665654,0.438654908,0,0.876048878,0.258434521,0.567804118,0.546642504,0,0.352510748,0.133092994,0.599563874
K00005,0,0,0,0,0.121018445,0,0,0,0,0,0.047027333,0,0.036154948,0.046533617,0
K00006,0.945194498,0.203437377,0.446844701,0.962572876,0.080678963,0.722542459,2.502029034,1.400621132,0.32367042,1.163623216,0.73817709,0.769145784,0.290399275,0.391070393,1.026785579
K00010,1.542330395,1.55366876,3.976704037,0.630714904,0.332696755,1.800613181,0,2.07177949,1.65212053,1.520603516,1.491529395,1.881565825,1.182419582,0.862484457,1.256497152
K00011,5.817147345,1.088902218,2.488416598,2.235987418,0.728309671,2.929773532,0,7.903806601,4.460725432,5.081012021,2.960533928,2.139401993,2.345813401,2.681782016,5.841564579
K00012,10.65167166,1.882231921,5.200373637,5.260311,0.97930776,7.993702379,3.300548938,7.065438433,11.8452176,13.90096698,8.35589118,2.705470296,10.47887455,2.543432181,15.88629231
K00013,0.015142313,0.687988219,0,0,0.085111873,0.042674572,1.403853395,1.016562631,0.094710378,0,0.039394625,0,0,0.386729243,0.031478934
K00014,0.042622806,1.542364894,0,0.188851991,0.489905993,0.277384721,0,0.362334597,0.112476563,0.041483965,0.050926384,0,0.022751163,0.525998155,0.052614789
K00018,1.174862653,0.612107166,1.755028056,0.830179681,0.115599708,0.80531048,0.281025,1.670652387,0.887746543,0.900524774,0.809791359,0.333083447,0.809781659,0.308753854,1.813562888
K00019,0,0,0,0,0.057286838,0,0,0.028178177,0.098633294,0,0.028829016,0,0,0.087250531,0
K00020,0.434573782,0.366660388,0.193736863,0.727674456,0.113899713,0.16487903,0,0.875973751,0.201235734,0.330711327,0.211873525,0.279058308,0.570767805,0.474642888,0.577882097
K00024,0,0.051834729,0,0,0,0,0,0.352265808,0,0,0,0,0,0,0
K00025,1.962929886,1.613550966,0.554087429,1.346281001,0.505120465,0.473374698,0,0.977933683,0.947737299,2.164380765,1.308586659,0.430875983,1.146498809,0.697226094,2.291118905
K00026,1.004186722,0.04729919,0.427866741,1.004415513,0.194377116,1.092403148,0,1.130771732,0.611412173,0.687662117,0.51324554,0.149226161,0.468199603,0.340168522,0.718120769
K00027,0.026531775,1.759060788,0,0,0.07611971,0,0,0.44721587,0.054607786,0,0.014456049,0,0,0.039336775,0.164748097
K00029,2.472122736,0.817516866,4.414201825,1.7901595,0.854921365,3.429483823,0.37835561,2.712400276,1.968007865,1.688696104,2.291855019,1.93753952,3.077918239,1.137042295,1.066468113
K00030,1.160022283,0.731195209,0.531074213,0.997355724,0.375921702,0.829935085,0,2.373448717,1.094075821,0.490904235,0.481142514,0.296165331,1.246354131,0.361370458,0.898660596
K00031,0.969269955,1.816611852,0,1.502338783,1.532962312,1.973241095,3.061693423,1.239021973,1.507751151,0.845418467,1.577639244,1.644116213,0.826639727,1.471378035,0.781249897
K00033,0.346460377,1.387442909,0,0.620693544,0.521572452,0.246028187,0,0.30182399,0.740845627,0.943990663,0.493401527,0.229034522,0.746238136,3.204920912,0.491071364
K00034,0.009550338,0,0,0,0.044512531,0.039133114,0,0.174223604,0,0.009180407,0,0,0,0.211860368,0.051631335
K00036,0.38865269,1.496809813,2.153696721,0.384330368,0.238439738,0.823348299,1.923047109,0.207477902,0.401268634,0.381276568,0.349944168,0.024399985,0.529998676,0.442432464,0.941685144
K00038,0,0,0,0,0,0,0,0,0,0.010148982,0.018174815,0.157592561,0.033797017,0.080381956,0
K00040,0,0.723044944,0,0,0,0,4.011874141,0,0.169400677,0.007374927,0.01672083,0,0,0.039518995,0
K00041,0.028770394,0,0,0,0.048407378,0,0,0,0,0,0.031351555,0,0,0,0
K00042,0.382845638,1.072370302,0.246870637,0.444643599,0.015336991,0.102714738,0,0.50921592,0.360133291,0.19277037,0.315378022,0.291594878,0.788819048,0.227717698,0.433941774
K00045,0.006850094,0.532948621,0,0,0.067349395,0,0,0,0,0,0,0,0,0.420642861,0
K00046,0.493762166,0.127835649,0.374383398,0.370047821,0.065415375,0,0,0.643528628,0.628842783,0.351305647,0.26691189,0.638356355,0.701173925,0.050306612,0.721675822
K00052,0,0,0,0,0.137941868,0,0,0.190484474,0.091840367,0.021273828,0.048233162,0,0,0.226993251,0
K00053,0,2.051205961,0,0,0.132020121,0,0,0.351565304,0.124164072,0.02565192,0.045880325,0,0,0.235155302,0.007737469
K00057,0.662698857,2.204234101,0,0.366017597,0.052808049,0,0,0.938732521,0.326133129,0.476163768,0.471069056,1.120277555,0.319381811,0.458013278,0.408336514
K00058,0.234064222,0.389093595,1.346740279,0,0.435867261,0,0,1.210417451,0.319024433,0.303673467,0.348350615,0.424138004,0.343951943,0.477564916,0.153459801
K00059,1.6818926,3.378513577,2.409788523,0.72838369,0.972658962,0.58487321,0,4.839966539,1.457888985,2.364063857,1.164975828,0.631750215,1.576347995,1.824758033,1.253524271
K00060,1.925196453,0.603819448,4.267970738,0.714353184,0.418335364,1.529364408,0,1.971721855,1.280901318,1.405588825,1.289222838,1.780954062,1.482482012,0.496358576,2.553239287
K00064,0,1.307457287,0,0,0,0,0,0,0,0,0.010195628,0,0,0,0.044915064
K00066,0,0.380933075,0.392969808,0.110269283,0.05029338,0,0,0,0.036080144,0,0.017788117,0,0,0.13312299,0
K00067,0.025861028,0.889532689,0,0,0.137176221,0,0,1.145962744,0.1699837,0.008460719,0.023978245,0,0,0.228681206,0.155505932
K00068,0,0,0,0,0.135880359,0,0,0,0.194959376,0,0,0,0,0,0
K00075,0.019341441,0,0,0,0.015246418,0,3.910734456,1.610047339,0,0.017421088,0.024710586,0,0,0.145719949,0
K00076,0,1.161734493,0,0,0,0,0,0.041772911,0,0,0,0,0,0.010885056,0.016153663
K00077,1.28500982,0.972157267,2.651664666,0.861178426,0.499689062,1.482979091,0,2.855297938,1.276191673,1.09060317,1.598473486,0.269022568,1.249728926,1.049386892,1.184297547
K00078,2.242741155,0.928490502,1.949348098,1.599805887,0.272485027,1.189750364,1.320219575,2.822744337,1.646762402,1.792626192,1.454605214,0.915649743,2.784470658,0.899583773,1.884708859
K00079,1.08836839,0.399149283,0.429525139,0.732350454,0.142595377,1.681510479,0,1.938068776,0.764535458,2.362549305,0.836041477,0.699087932,0.949067397,3.337915231,1.006410789
K00083,0.428405866,0,1.516662671,0.17989186,0.197869574,0.860500047,0,0.851618542,0.486686908,0.298765293,0.329534597,0.031345966,0.323415251,0.144922212,0.241951219
K00086,0.015447191,0,0,0,0,0,0,0,0,0,0,0,0,0.058297148,0
K00088,4.05236804,12.58806648,5.621176817,4.176681159,2.322977,6.100103141,0,5.6402824,3.479729462,33.06477932,3.278970013,4.451676177,5.999917752,68.32797777,4.58377754
K00091,0,0,0,0,0.107571951,0,0,0,0,0.030728863,0,0,0,0,0
K00096,0,0,0,0,0,0,0,0,0,0,0,0,0.055523671,0.04431773,0
K00097,0.01315218,0.497886211,0,0,0.370095188,0,4.562523532,0.533181235,0.127002108,0.010845481,0.040716306,0.252611606,0.102131132,0.21211905,0.183134348
K00099,0.007215146,0.768497479,0,0,0.129584744,0,0,0.634691805,0.047796492,0.028486843,0.026308998,0,0,0.340360166,0.058153188
K00101,15.25191327,6.887202857,9.387974214,7.666077034,6.272375551,7.725499273,1.520841177,24.33206193,8.644061236,10.71714674,9.899664253,7.232669129,12.14242632,11.30049565,14.55002597
K00102,0,0.567185149,0,0.05532028,0.051520047,0,0,0.116504265,0,0.02759848,0,0,0,0.299856723,0
K00103,0,0,0,0,0,0,0,0.236858966,0,0,0,0,0,0,0
K00104,0.623093614,1.272733705,0.317225627,0.463130991,0.234932088,0.764682204,6.410157029,0.708863978,0.617371356,0.648064456,0.288335564,0.295034929,0.445037057,0.579616154,0.548238068
K00106,0.191802626,0,0,0,0.074472889,0.362733866,0,0.122105432,0.213705469,0.21273828,0.160777207,0.49550738,0.059794722,0.079544644,0.141655201
K00107,0,0,0,0.044166998,0.04684585,0,0,0,0,0,0.02022681,0,0,0.060043376,0
K00108,12.51171254,10.77341785,10.10807298,5.16450052,2.378738548,21.32125931,3.803434679,31.87072354,28.7254409,7.564936089,7.549920395,6.843149975,8.378669341,5.648907492,62.52382139
K00111,0.518385476,2.237475439,0.209881602,0.240531083,0.407746793,0.575943848,0,1.945405314,0.366115572,0.22988595,0.491789104,0.141729284,0.370999073,0.600135927,0.429091483
K00112,0,0.661527134,0,0,0,0,0,0,0,0,0,0.03003075,0,0.026032792,0.025755491
K00113,0,1.406192138,0,0,0,0,0,0,0,0,0,0,0,0,0.348395224
K00114,0.012577221,0.52360727,0,0.217329672,0.071862499,0,0,0.082819337,0,0,0.025270775,0,0.025486275,0.368797893,0
K00116,0.012786842,0,0,0,0.037416331,0,0,0.157425185,0,0.058812709,0,0,0.289307548,0.203850002,0.06138392
K00117,0,0.126131174,0,0,0,0,0,0,0,0.007374927,0,0,0,0.094597486,0
K00121,0.613768404,1.401457484,0,0.063682648,0.105070278,0.442081899,4.208839538,0.922282421,0.581477673,0.501264573,0.311085201,0.280679562,0.433859382,1.252151737,0.460379404
K00122,0.698035787,0,0.365217703,0.041255802,0.203280187,0.248653724,0,0.363211921,0.775523508,0.3437466,0.460516623,0.032349509,0.796446098,0.308375966,0.371077937
K00123,0.085699046,4.101964022,0.931239377,0.505764568,0.586399811,0.463823632,0,0.30622504,0.375767056,0.085601832,0.101530654,0.486158184,0.102224402,1.239521943,0.080834792
K00124,0.029794583,0.610909304,0,0,0.116177707,0,3.209499312,0.039033704,0.267315433,0.043763303,0.015018709,0,0.027928074,0.218467683,0
K00127,0.089639715,0.791066594,0,0.034336726,0.338217487,0,0,0.2121733,0.148830595,0.006935668,0.046218509,0.109644186,0,0.217940099,0.085156884
K00128,2.197011899,0,0.271611485,0.912784624,0.668786142,1.000266115,0,1.803830246,1.401060427,3.218149986,1.140056559,1.431465765,0.918664372,1.118035407,0.892857025
K00130,0,0.598389754,0,0,0.164572228,0,0,0.470564412,0.038144226,0.065072886,0,0,0,0.2504864,0.03442089
K00131,0.067695045,0,0,0.16107964,0.142374641,0,0,0,0,0.048804664,0.092210457,0.315764507,0,0.036496954,0.162486848
K00133,13.93454823,11.66196424,8.68345971,8.790115931,5.313340622,10.9353444,8.618100006,5.427856444,11.10743267,14.07900672,11.46166306,18.13485421,15.89537652,4.555303747,6.575418873
K00134,54.50509638,30.37200365,49.65538975,34.34768587,9.979758976,47.46494124,2.70568256,85.97550473,35.65040795,47.27567594,39.08950377,24.70909011,48.40744764,62.97399153,44.89112304
K00135,0.813065191,1.499433088,0.631238843,0.287407404,0.411006038,0.840883053,0.472944513,3.262218206,1.444648973,0.793289851,0.677773509,2.025858183,0.962749889,1.696759034,1.124999852
K00138,0.063347656,0.51780166,0,0,0.237097361,0,0,0,0,0.027947092,0.033059637,0.035638152,0.038705298,0.23599871,0
K00140,1.349232266,1.616055661,0,1.737235253,0.667310746,0.970846523,0,1.933366865,0.819519499,0.6219818,0.617810062,1.001025011,0.677450822,0.615021559,1.936301609
K00141,0.018712451,0.153818504,0,0,0.031484473,0,0,0,0,0.017987627,0,0,0,0.060531534,0
K00142,0.666742462,2.102186226,2.198759639,1.49957474,0.138306794,0.261974459,0,0.699198962,0.154342839,1.861291113,0.35830349,0.306742664,0.703299831,1.162109365,0.496917451
K00145,0.023606477,1.917534733,0,0,0.149424703,0.061775637,0,0.648963419,0,0.0137421,0.06784271,0,0,0.137655714,0
K00146,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099271715,0
K00147,0.005532768,1.44793439,0,0.026330326,0.121251621,0,0,0.46053345,0.170439945,0.029434299,0.006029145,0,0.029897361,0.539865374,0.056229545
K00148,0.014295848,0,0,0,0,0,0,0,0.034511442,0,0.046735238,0,0.057937744,0.038537157,0
K00149,0,0,0,0,0,0,0,0.324689444,0,0,0,0,0,0,0
K00151,0.840398349,0.497886211,1.275859212,2.456840858,0.162865944,0.403302785,0,1.579952997,1.188033695,2.38714744,0.330016372,0,1.426812226,0.432680996,1.223639994
K00154,0.006538726,0.376243557,0,0,0.085111873,0,0,0.512259044,0.026972535,0.021585152,0.024469507,0.048799969,0.006624983,0.157932274,0
K00161,0,0,0,0,0,0,0,1.183801816,0,0,0,0,0,0,0
K00162,0,0,0,0,0,0,0,0.256421407,0,0,0,0,0,0,0
K00163,1.257423392,0.957092916,0.897826853,0.552165142,0.65092942,0.21764032,0.751214528,3.112140701,1.077091499,0.897064414,1.039080121,0.410619662,0.852190477,1.086550543,1.163504311
K00164,4.231240881,1.784563329,3.783159968,2.234132004,0.704486274,3.476420189,0,4.366780401,2.612310141,3.03185171,2.851920999,2.396872909,4.663988353,1.428699067,5.474115659
K00166,0.713757314,0.135787149,0.453108879,0.321719171,0.121679748,0.747271407,1.020564474,1.64725548,0.389711568,0.468489218,0.655683964,0.140799911,0.68175786,0.292751339,0.382391636
K00167,1.001886659,1.378985134,0.529382894,0.789290234,0.205019483,1.165015828,0,1.736770204,0.588318586,0.663743435,0.885220387,0.126305803,0.836774381,0.297815146,0.62828248
K00208,0.557793351,0.193057919,0.282697668,0.265452671,0.08891151,0.096235515,0,0.437336802,0.326009874,0.197542689,0.223939681,0,0.285550307,0.069642147,0.4791704
K00209,0,0,0,0,0.028899927,0,0,0.849744865,0,0,0,0,0,0.119604476,0
K00210,0,0,0,0,0,0,0,0.341234129,0,0,0,0,0,0,0
K00215,0,0.363839924,0,0,0,0,8.023748281,0.46965782,0,0,0,0,0,0.059658483,0
K00216,0.631092512,0,0.255339829,0.151429707,0.008923019,0.651918008,0,0.932671676,0.2816579,0.851345266,0.416094376,0.336427438,1.010172592,0.325949756,0.203670151
K00218,1.167615987,0.320672475,0,0.899459301,0.409872688,0.791660043,0,0.747338721,0.831423469,0.952819042,0.878758925,1.003070901,0.459590093,0.624977039,0.416693767
K00219,0.02018975,3.186240447,0,0,0.238459989,0.034546082,0,0.723508899,0.046888964,0.039043731,0.068820487,0,0,0.460846302,0.272817424
K00227,0.16609712,0,1.142448308,0,0.019961805,0.631979622,0,0.196375746,0,0.171067896,0.090499335,0,0.312535302,0.089549228,0.303755483
K00228,0.480247688,1.957207866,0,0.262581878,0.107738213,0.335901498,0,1.211762111,0.369277766,0.321441952,0.422543374,0.152951137,0.338618332,0.49738411,0.433891821
K00230,0.024485442,0.536728398,0,0,0.023613355,0,0,0,0,0,0.015293442,0,0,0.061604788,0.022457532
K00232,1.73140749,0.348214896,2.870272719,2.121607505,0.226773302,0.079924411,0,1.737527296,1.101257014,1.833765645,1.152381495,0.812453542,1.491635915,0.27948118,2.123551844
K00235,0.636268327,0,1.198746842,0.513441351,0,0.249379533,0,0.938685509,0.347271388,0.31910742,0.385865297,0.061938423,0.23544172,0.322155807,0.602034605
K00239,1.113692668,0.429992637,0.989441838,0.665028798,0.365914037,1.209112886,0,2.334105526,1.542213092,0.941798117,1.084594348,0.220225502,1.474643376,0.483835768,1.544264771
K00240,0,0,0,0,0,0,0,0.209444734,0.074084563,0,0.01672083,0,0,0.016545286,0.049107136
K00241,2.49462546,1.791397897,0.794797542,2.357122943,0.495401558,1.53715404,0,3.815025179,1.543875113,6.396947595,1.785813632,1.290506488,2.624978164,9.461209064,1.812702972
K00242,0.050696729,0.615274017,0,0,0.074472889,0,0,0.881872565,0.383196014,0.008993813,0,0,0.134538126,0.1565617,0
K00243,0,0.323413266,0.355184249,0,0.057371707,0,0,1.045341625,0.082930481,0.008255515,0.055326274,0.063152901,0,0.163410231,0
K00244,0.318947806,7.622315524,0,0.479211928,0.18479165,0.129192884,0,0.83074296,0.554248599,0.654035101,0.205152795,0.116064792,0.19240876,3.747816508,0.424786066
K00245,0.033196608,0.16596207,0,0,0.027927333,0,0,0.840372679,0,0.010636914,0,0,0.033634531,0.021770113,0
K00246,0,0,0,0,0.016985045,0,0,0.406071553,0,0.009703851,0.011000546,0,0,0.048982754,0
K00247,0,0,0,0,0,0,0,0.447719917,0,0,0,0,0,0,0
K00248,0.279434946,1.477000731,1.944166418,0.61210263,0.150148894,0.410046979,2.059192037,2.622908529,0.248050991,0.115783838,0.249191684,0.055771393,0.402646476,0.619261895,0.292691541
K00249,1.363750037,3.547991559,2.783383114,0.554488253,1.381435465,1.806889257,4.15515536,2.864856132,1.178928697,1.89504598,1.218591477,0.923094746,2.126532134,2.232809494,2.422423568
K00252,0,0.067570272,0.136251007,0.035912838,0.0522147,0,12.11920313,0.031537165,0.079376317,0.042723715,0.028895443,0.08946661,0.137625886,0.222767313,0.082149485
K00253,0.784888166,2.594698427,1.319255784,1.347443969,0.564752742,1.371793529,0,1.912344128,1.07391488,0.734094121,1.439261277,0.408990219,1.465824911,0.494340858,0.558395664
K00254,0,0.329037844,0,0,0.03397009,0,0,1.460272799,0,0,0.021809778,0,0,0.03251257,0
K00259,0.014691265,0,0,0.103334108,0.089613658,0,0,0.309863442,0.02415801,0.032940121,0.062236338,0,0.04399989,0.471652946,0
K00262,0,0.1341821,0,0,0.117351219,0,0,0,0,0,0,0.060913437,0,0.094007306,0
K00263,0.052709119,0.584475118,0,0,0.210349609,0,0,1.147496831,0,0.036270133,0.012416458,0,0,0.473715568,0
K00264,4.027855148,1.197026955,1.724338472,2.311597425,0.934177468,2.440498905,0,6.495687654,2.680691415,3.571017309,2.695133708,1.516859327,2.49564289,2.144356129,4.926867302
K00265,0.855645753,1.174948034,0.965729724,0.964534778,0.31247797,1.248071645,1.020564474,4.384553109,1.340147578,1.069890223,0.836355071,0.78487679,1.106471711,0.976631458,1.480907115
K00266,0.361302621,0.134659616,0,0.222889269,0.19525665,0.712814225,0,1.488159953,0.30279794,0.265131675,0.174985425,0.948762193,0.411528384,0.366509497,0.364020924
K00274,0.382765853,0,0.151555643,0.143808518,0.127109088,0.288917127,0.169721882,0.708585571,0.389065537,0.227541513,0.266179507,0.404068017,0.163290621,0.171064498,0.378780428
K00275,0.009670721,0.399711465,0,0,0.079356357,0,0,0.378804352,0,0.015580832,0.017662848,0.070399956,0.019114706,0.041710805,0
K00276,0.527457222,0.525546556,0,0.114098078,0.134464939,0.065493615,3.231787502,1.289738626,0.733128485,1.13696792,0.365768146,0.417510848,0.582998544,0.465336165,0.332496236
K00278,0.014754048,0,0,0.035107101,0,0,0,0.569554906,0.049832666,0.017513019,0.016077721,0.168407737,0,0.279901453,0
K00281,1.679819774,2.572029691,2.956259149,0.978596682,0.559774243,0.48524029,2.704253251,2.114145105,0.762303046,1.207463547,0.950947651,0.352964161,0.904493783,1.473644892,0.658097204
K00284,0.281692215,0.150156159,0,0.111014346,0.058088853,0.127447034,0,0.98526452,0.199033154,0.23115443,0.194507609,0.98655073,0.504214957,0.275754765,1.219383285
K00285,0.652088676,0.365597605,0,0.159448453,0.112248992,0.095504613,0,1.108106796,0.254618533,0.411688966,0.290797035,0.184822162,0.484446855,1.206146856,0.344993173
K00286,0.550022237,0.285580016,1.197595308,0.371802358,0.424244435,0.129192884,0,1.392998704,1.057060224,0.424310871,0.415319474,0.470618882,0.917505905,0.751754709,0.58020418
K00287,0.295924052,1.360661633,0,0.319807752,0.122108701,0.496372659,0,1.217324412,0.081114485,0.326431197,0.133174749,0.204495109,0.505413186,0.315947802,0.412280063
K00288,0.402785515,0.331094331,1.246696716,0.369677773,0.058088853,0.141466208,0,1.131001564,0.305598821,0.492276381,0.401299909,0.257663838,0.443078893,1.011330599,1.0036271
K00290,0,0,0,0,0.076938879,0,0,0.044505718,0,0.010338683,0,0,0,0.131485716,0
K00294,1.363525778,0,0.395776735,1.219930161,0.183535082,1.117426601,0,1.873247789,0.737334511,1.038082149,0.784531812,0.483875752,0.530501045,0.305813341,0.820391733
K00297,1.422500546,0.372434568,3.296270825,1.913548489,0.370123668,2.217506183,1.638652818,4.327637564,1.113743426,1.918593261,0.996940025,1.215883572,1.032530755,2.617185986,1.40887191
K00299,0.009752676,0,0,0,0.032818561,0,0,0.12107064,0,0.038366673,0,0,0,0.153512962,0
K00301,0.433977659,0.530458207,0.746245696,0.073760374,0.039117073,0.09526344,0,0.593259725,0.168374006,0.29425214,0.502866532,0.303644253,0.494665431,0.460728876,0.353422572
K00302,0,0.448333555,0,0.082150616,0.110645435,0,0,0.066140442,0,0.015025318,0.037858482,0.051429908,0.011052105,0.386125869,0
K00303,0,0.399359916,0,0.034883489,0.081743329,0,0,0,0,0.014949176,0,0.054705698,0,0.111320525,0
K00304,0.012374363,0,0,0,0.062461133,0,0,0,0,0.011895044,0,0,0,0.080057835,0
K00305,0.005480075,0,0,0.078238682,0.055322718,0,0,0,0,0,0,0,0.022209468,0.070908368,0
K00311,1.072444791,1.392357111,1.187330205,0.417272971,0.424448825,0.75882257,0,3.252173946,0.918933519,0.585655972,0.755134237,0.52333157,0.718822578,0.317582734,1.200396667
K00313,0,0,0.759023876,0,0.032406613,0,1.29812385,0.1435157,0.023248294,0.018514461,0.010494244,0,0.076668302,0.040796595,0
K00314,1.329462246,0.717171835,1.000157814,1.077547192,0.447375045,0.953322218,0,2.269309618,1.173451332,0.619014635,0.98242419,0.604626334,1.245975228,0.559971318,1.150117499
K00322,0.023486036,2.898100664,0,0,0.019758113,0,0,0.738613266,0,0.033864461,0,0.043820381,0,0.092228789,0
K00323,4.395983531,0,2.577150833,3.355447703,1.563930669,1.793233619,0,3.736064724,1.424374099,10.9419602,2.687276176,0.567184548,4.491802587,16.80409481,2.825717904
K00324,1.261471118,2.995763971,1.687125185,0.798852146,0.885243775,2.025264085,1.443030699,2.787102296,0.847003385,1.878519155,1.559754924,1.19345483,1.164526726,3.627506924,1.204069209
K00325,1.577260174,2.183039542,1.228822928,1.691336216,0.53407927,1.281396809,0,2.551131348,0.410454828,1.363455323,2.002407034,1.552776423,1.229676778,1.803098501,1.414974559
K00326,4.293285234,1.690230424,4.559788584,2.139115144,0.972198384,5.074491705,2.405051164,7.949654458,3.910388051,3.404361487,3.094701918,1.714295694,4.383772923,1.071774264,4.637951217
K00327,2.553865104,1.816790083,0.710368499,0.956548271,0.679626762,2.131682582,0,2.723536571,1.351028413,1.97759174,1.932630126,1.288319189,1.772954476,1.274893603,2.686597615
K00330,0,0,0,0,0.09048108,0,0,0,0,0,0,0,0,0.023194326,0
K00331,0,0.326201311,0.636882102,0,0.06454317,0,0,0,0.095799004,0,0,0,0,0.031022411,0
K00332,0,0,0,0,0,0.153767617,0.4215375,0,0,0,0,0,0.177434339,0,0
K00333,0,0,0,0,0,0.235777013,0,0,0,0,0,0,0.233199418,0,0
K00334,0.016323628,0.126131174,0,0,0.054930358,0,0,0,0,0.015691334,0.01672083,0,0,0.068938691,0
K00335,0.016095325,0.264610854,0.755573767,0,0.164791074,0,0,0,0,0.018749815,0,0,0,0.08336772,0.030188813
K00336,0,0,1.79898516,0,0.054543524,0,0,0.145965114,0,0.033907711,0,0.128190964,0.111047342,0.280592567,0
K00337,0.022638998,0.062031725,0,0,0.012697017,0,0,0.015613481,0.018217515,0.007254027,0.008223359,0,0,0.065096207,0
K00338,0.04342701,0,0,0,0.03653387,0,0,0.044925583,0,0,0,0,0,0.093652562,0
K00339,58.86422595,3149.653068,25.39567384,40.2081627,177.1387314,15.16832116,411.0833703,30.3981473,109.7840614,22.0694692,106.4907831,185.5895364,29.1499272,312.1487658,16.38950677
K00340,0.026154904,0,0,0,0,0,0,0,0,0,0,0,0,0.056404384,0
K00341,0,0.17848751,0,0,0.03653387,0,0,0,0,0,0,0,0,0.081945991,0
K00342,0,0,0,0,0.054086456,0,0,0,0.031041018,0.0137421,0.013063148,0.239910463,0.097166424,0.14515073,0
K00343,0,0.891503059,0,0,0.048407378,0,0,0,0.034727139,0.028124722,0.011297858,0.161039899,0,0.129587286,0
K00344,1.367029626,1.345751015,1.548185464,0.304637637,0.431457064,0.285790319,2.548267763,2.480266588,1.132279819,0.839043619,0.665210988,0.470958434,0.868188308,0.888947993,0.813831978
K00346,0.037223151,0.563831405,0,0,0.121652049,0,0,0.889271225,0.219742347,0.035685131,0.02028133,0,0.084035826,0.123648044,0
K00347,0,0.451364041,0,0,0.235830815,0,0,0.984294772,0.20648569,0.015691334,0.064310883,0.049934852,0.027116211,0.090098091,0.116184077
K00348,0.004981886,0.303524214,0,0,0.00838223,0,0,0.744449247,0,0,0.010857682,0.060061501,0.020190426,0.046450669,0
K00349,0,0,0,0,0,0,0,1.018633551,0,0,0,0,0,0,0
K00350,0,0,0,0,0,0,0,0.502534416,0,0,0,0,0,0.095453572,0
K00351,0.010655701,0.13877513,0.247360459,0.025355128,0.01501004,0,0,0.65526659,0.230553618,0.010242954,0.005805844,0.133159606,0.036154948,0.099271715,0
K00354,0.018712451,0,0,0,0.04722671,0,0,0.116149069,0,0.017987627,0,0,0,0.020177178,0
K00355,0,0.161706633,0,0,0,0,0,0.677753746,0,0.018910069,0.021436961,0,0,0.021211905,0
K00357,0.620161824,0,1.231305398,0.502031543,0.032271585,0.31436935,0,0.767229131,0.138908555,0.331871717,0.306548542,0.238577628,0.738464822,0.124089644,0.695684432
K00362,19.47294645,6.70083321,9.817670798,12.45535833,1.741826169,14.11479297,2.173098493,20.85787602,14.17327433,12.84660076,12.38503535,8.3117367,17.41080939,2.718090892,22.18074772
K00363,0,1.153638783,0,0,0,0,0,0.780986343,0,0,0,0.314224192,0,0,0
K00364,0,0,0,0,0,0,0,0.95242237,0,0,0,0,0,0,0
K00370,0,0,0,0.046809468,0,0,0,0.07215321,0.094980209,0,0,0.097599939,0,0,0
K00371,0,0,0,0,0,0,0,0,0,0.042547656,0,0,0,0,0
K00372,0.028068677,2.211390705,0,0.179564188,0.099937812,0,0,1.146729275,0.136631366,0.01525847,0.021436961,0,0,0.253422512,0
K00373,0,0,1.471028573,0,0.051406065,0,0,0.067547686,0,0,0,0.060913437,0,0,0.052241634
K00375,0.04754544,0.511342596,0.731813586,0.022963135,0.163851316,0,1.566927274,0.557589046,0,0.04274494,0.047637691,0,0.02933326,0.739054556,0.037202376
K00380,1.121847854,1.45698398,0.834708466,0.745130306,0.716801557,1.068945998,0,2.414296235,0.868925825,1.4368207,0.81044837,0.365819029,1.313725226,1.342874097,1.752851951
K00381,0.557140962,1.140884987,1.20874221,0.133811359,0.435122498,0.263346053,0,3.205714318,0.537710536,0.806997413,0.467549262,0.287571247,0.834826318,1.31061964,0.697398468
K00382,0.1187574,1.218555406,0,0.294798862,0.109472515,0,4.390352833,1.973145945,0.088195908,0.153441349,0.257684017,0,0.182390606,0.431914231,0
K00383,1.839827438,1.167881237,0.636882102,0.720788798,0.644423218,0.77871307,0,2.357803425,0.942409342,1.542619792,1.002338555,0.313821341,1.406227644,1.394918715,0.610754586
K00384,0.687054183,1.411916122,0,0.776548113,0.399236106,0,0,2.384853462,0.995165768,0.319326738,0.542996011,0.64095482,0.382864716,0.102341974,0.32982405
K00387,1.620348585,1.64896259,3.078263495,2.326705905,1.797988321,4.684719732,11.75195455,1.680745358,2.759953587,2.525175022,1.771433174,4.322465251,2.103367296,3.447717951,1.065272521
K00390,0.037123089,0.36737235,0,0,0.279687072,0,0,0.271664099,0,0,0,0,0.037612809,0.122456886,0
